"Time","L2 Error Monitor: L2 Error Monitor"
0.01,0.38356860495492867
0.02,0.3835459592107106
0.03,0.38353080654788985
0.04,0.3835173113418782
0.05,0.38350392408212297
0.060000000000000005,0.38349009962556674
0.07,0.383475594124856
0.08,0.38346030338730325
0.09,0.38344418993493523
0.09999999999999999,0.38342724354264285
0.10999999999999999,0.3834094418163955
0.11999999999999998,0.3833907926882107
0.12999999999999998,0.3833713097417525
0.13999999999999999,0.38335102976587326
0.15,0.3833299816900053
0.16,0.3833081892950688
0.17,0.3832856768891972
0.18000000000000002,0.3832623880368442
0.19000000000000003,0.3832382081122086
0.20000000000000004,0.38321335369309967
0.21000000000000005,0.3831877954444779
0.22000000000000006,0.38316167889516917
0.23000000000000007,0.38313495069808373
0.24000000000000007,0.38310781436495156
0.25000000000000006,0.38308021744432535
0.26000000000000006,0.3830525664389889
0.2700000000000001,0.38302474986928875
0.2800000000000001,0.3829961492283878
0.2900000000000001,0.382966436925322
0.3000000000000001,0.38293588982247917
0.3100000000000001,0.382905041988876
0.3200000000000001,0.38287397758940495
0.3300000000000001,0.38284295117977335
0.34000000000000014,0.382812439399592
0.35000000000000014,0.38278254719937865
0.36000000000000015,0.38275365068130596
0.37000000000000016,0.3827250020531876
0.38000000000000017,0.38269658411397406
0.3900000000000002,0.3826684228138044
0.4000000000000002,0.382640511181982
0.4100000000000002,0.38261286444152315
0.4200000000000002,0.3825859360621749
0.4300000000000002,0.3825593062528026
0.4400000000000002,0.3825328898341477
0.45000000000000023,0.3825067715279304
0.46000000000000024,0.38248103053833143
0.47000000000000025,0.38245538128740925
0.48000000000000026,0.3824298142710905
0.49000000000000027,0.3824043565329956
0.5000000000000002,0.38237895771065833
0.5100000000000002,0.3823531413354618
0.5200000000000002,0.38232661231720805
0.5300000000000002,0.38229935587997294
0.5400000000000003,0.38227147841498293
0.5500000000000003,0.3822432135138776
0.5600000000000003,0.3822147243776741
0.5700000000000003,0.38218615230889996
0.5800000000000003,0.38215747602734707
0.5900000000000003,0.3821286811138287
0.6000000000000003,0.38209910596597735
0.6100000000000003,0.38206911172747876
0.6200000000000003,0.3820387676563031
0.6300000000000003,0.3820081725308595
0.6400000000000003,0.3819772582050587
0.6500000000000004,0.3819459648937118
0.6600000000000004,0.3819142057991133
0.6700000000000004,0.38188194731135844
0.6800000000000004,0.3818489156997614
0.6900000000000004,0.3818153323009802
0.7000000000000004,0.3817821997959352
0.7100000000000004,0.3817493899779929
0.7200000000000004,0.3817159555281782
0.7300000000000004,0.38168174146124484
0.7400000000000004,0.38164688597902685
0.7500000000000004,0.38161133883610476
0.7600000000000005,0.3815749193821026
0.7700000000000005,0.3815377740982457
0.7800000000000005,0.38149982738614474
0.7900000000000005,0.3814610692633668
0.8000000000000005,0.38142147075130745
0.8100000000000005,0.3813808201649676
0.8200000000000005,0.38133873694539094
0.8300000000000005,0.3812951407546499
0.8400000000000005,0.3812500567160211
0.8500000000000005,0.38120346484356626
0.8600000000000005,0.38115567992940874
0.8700000000000006,0.3811071365837439
0.8800000000000006,0.3810588456771802
0.8900000000000006,0.38100922586310537
0.9000000000000006,0.38095840245133783
0.9100000000000006,0.38090616526459353
